Order Date,Sales,Anomaly,Z_Score,Z_Anomaly
2015-01-04,304.508,-1,,False
2015-01-11,4619.108,1,,False
2015-01-18,4130.533,1,,False
2015-01-25,3092.5440000000003,1,0.028956638483046363,False
2015-02-01,2527.9139999999998,1,-1.1166898504099605,False
2015-02-08,968.534,-1,-1.2965639293520292,False
2015-02-15,2771.054,1,0.4570444650049524,False
2015-02-22,224.912,-1,-1.1391060656932168,False
2015-03-01,2289.643,1,0.6187560658197649,False
2015-03-08,4030.728,1,1.074780115255814,False
2015-03-15,4139.602,1,0.7989132300699239,False
2015-03-22,37703.665,-1,1.4981626006122442,False
2015-03-29,3998.777,1,-0.5034200447652595,False
2015-04-05,10363.902,1,-0.2298276149904068,False
2015-04-12,8418.293,1,-0.4384184385842581,False
2015-04-19,2198.37,1,-1.0674586073982761,False
2015-04-26,5660.104,1,-0.2820479015300455,False
2015-05-03,4974.812,1,-0.13234045858256296,False
2015-05-10,6332.464,1,0.8488659996607535,False
2015-05-17,3967.87,1,-1.2537871874724082,False
2015-05-24,6241.984,1,0.7656754867904927,False
2015-05-31,6523.233,1,0.6282286989884281,False
2015-06-07,8569.948,1,1.191537407470303,False
2015-06-14,8683.282000000001,1,0.9056395115202448,False
2015-06-21,11139.4446,1,1.2761695906837602,False
2015-06-28,5143.956999999999,1,-1.3149945118744892,False
2015-07-05,3158.4,1,-1.0857950198059632,False
2015-07-12,6290.629,1,-0.041980891500749504,False
2015-07-19,1387.686,-1,-1.2032538730220572,False
2015-07-26,21590.079999999998,1,1.4632515462059077,False
2015-08-02,3255.66,1,-0.5300811026686166,False
2015-08-09,13454.076000000001,1,0.3751902095840206,False
2015-08-16,3187.942,1,-0.8072459419562407,False
2015-08-23,4366.4980000000005,1,-0.34300285323493307,False
2015-08-30,4901.8925,1,-0.33484664502196815,False
2015-09-06,4234.85,1,0.08652976273753052,False
2015-09-13,29959.137,-1,1.4996149662122047,False
2015-09-20,20685.832000000002,1,0.45670477948291066,False
2015-09-27,17249.3338,1,-0.073516214684088,False
2015-10-04,11781.179,1,-1.0662552172831254,False
2015-10-11,4751.272,1,-1.2746364807439272,False
2015-10-18,10468.226,1,-0.11582326158247289,False
2015-10-25,3882.9900000000002,1,-0.9636878342431242,False
2015-11-01,14794.436,1,1.2327098301812982,False
2015-11-08,14934.875,1,0.7542592839357888,False
2015-11-15,15130.8292,1,0.5318931651469483,False
2015-11-22,26793.6235,1,1.4995929092523337,False
2015-11-29,16191.363,1,-0.3624959511476879,False
2015-12-06,13185.832,1,-0.7597182408191081,False
2015-12-13,8971.0645,1,-0.9617049991456352,False
2015-12-20,23416.453,1,1.3104381738934892,False
2015-12-27,10632.52,1,-0.5276556013084326,False
2016-01-03,15880.6606,1,0.17777895983557207,False
2016-01-10,1973.444,1,-1.2200023230631478,False
2016-01-17,1720.158,1,-0.8417483676014444,False
2016-01-24,358.522,-1,-0.6335598709697257,False
2016-01-31,10314.516,1,1.4815684100258752,False
2016-02-07,3249.49,1,-0.1492663681649884,False
2016-02-14,2071.846,1,-0.4404276761625057,False
2016-02-21,4776.534,1,-0.08955619083414579,False
2016-02-28,1853.5410000000002,1,-0.8459701754677141,False
2016-03-06,6066.2554,1,1.1485968089200218,False
2016-03-13,5375.648,1,0.4628905982311385,False
2016-03-20,13310.136,1,1.3851535745207149,False
2016-03-27,5012.915,1,-0.6168083710131086,False
2016-04-03,2873.5840000000003,1,-0.8230754818801963,False
2016-04-10,6433.63,1,-0.10503407603290824,False
2016-04-17,11463.31,1,1.3742667349303466,False
2016-04-24,4603.642,1,-0.46900002263463164,False
2016-05-01,11805.6065,1,0.8940191328020068,False
2016-05-08,7774.9439999999995,1,-0.3341172560697077,False
2016-05-15,4905.0615,1,-0.7080996013400703,False
2016-05-22,4418.17,1,-0.8274307678751637,False
2016-05-29,6551.177,1,0.41454619106738544,False
2016-06-05,9418.944,1,1.371839957397071,False
2016-06-12,4550.428,1,-0.7208785713218201,False
2016-06-19,7687.451000000001,1,0.311120668853116,False
2016-06-26,6242.707,1,-0.3531513889861759,False
2016-07-03,4014.966,1,-0.9625365739575186,False
2016-07-10,4291.266,1,-0.7324326537816178,False
2016-07-17,10366.159,1,1.4115743399259049,False
2016-07-24,3955.135,1,-0.5414522347404827,False
2016-07-31,7539.815,1,0.33159738521352644,False
2016-08-07,3837.8992,1,-0.8239768065488473,False
2016-08-14,7272.986,1,0.7988124851685902,False
2016-08-21,7085.682,1,0.3743028953044444,False
2016-08-28,15773.478,1,1.4265960528831885,False
2016-09-04,8162.043,1,-0.3393145560094978,False
2016-09-11,8243.94,1,-0.3924609338883864,False
2016-09-18,24095.96,1,1.3232230894772765,False
2016-09-25,18316.364999999998,1,0.458959575737378,False
2016-10-02,9591.275,1,-0.7296999021717159,False
2016-10-09,3987.545,1,-1.118607004864233,False
2016-10-16,9673.8455,1,-0.1214514473184179,False
2016-10-23,5588.974,1,-0.5644779174337102,False
2016-10-30,6122.684,1,-0.09196133412276665,False
2016-11-06,15492.867,1,1.376250396756286,False
2016-11-13,27965.3492,1,1.3515670403705935,False
2016-11-20,15075.134,1,-0.12130197778566078,False
2016-11-27,13504.0113,1,-0.6732066837028795,False
2016-12-04,20712.100000000002,1,0.2135795981077198,False
2016-12-11,15675.144,1,-0.18168600901227303,False
2016-12-18,11314.539999999999,1,-0.991157090205503,False
2016-12-25,22843.047,1,1.0059042196251142,False
2017-01-01,10421.8172,1,-0.8184565866432059,False
2017-01-08,5769.608,1,-0.9395221240659504,False
2017-01-15,2174.507,1,-0.9014309858816315,False
2017-01-22,3227.454,1,-0.5909952948566899,False
2017-01-29,2662.052,1,-0.49779954589584924,False
2017-02-05,17926.368,1,1.4976140575449468,False
2017-02-12,3821.642,1,-0.4195350022445681,False
2017-02-19,2920.111,1,-0.5278104717560078,False
2017-02-26,2628.088,1,-0.5655733574303978,False
2017-03-05,14419.498000000001,1,1.4939693643782344,False
2017-03-12,14129.183,1,0.8438928008180983,False
2017-03-19,14902.938,1,0.569868459168304,False
2017-03-26,4575.475,1,-1.4968972482259766,False
2017-04-02,7145.821,1,-0.5947151286016508,False
2017-04-09,9674.378999999999,1,0.13605372494052928,False
2017-04-16,15502.758,1,1.3430592405552169,False
2017-04-23,7107.204,1,-0.696196238001139,False
2017-04-30,2779.046,1,-1.1260211251713468,False
2017-05-07,10158.411,1,0.23768511622737484,False
2017-05-14,4767.564,1,-0.45208674369681373,False
2017-05-21,8770.649,1,0.6270127328550301,False
2017-05-28,23367.662,1,1.4385092062353173,False
2017-06-04,12066.989,1,-0.02204396920958512,False
2017-06-11,10913.018,1,-0.4385582201991996,False
2017-06-18,10713.721,1,-0.5824763451514723,False
2017-06-25,10503.088,1,-0.7814360590788458,False
2017-07-02,7617.454000000001,1,-1.4912886035676822,False
2017-07-09,9571.03,1,-0.021443334365794514,False
2017-07-16,4431.985,1,-1.3410200916114614,False
2017-07-23,9716.872,1,0.7646635520767292,False
2017-07-30,9929.576000000001,1,0.570880283784972,False
2017-08-06,5045.558,1,-0.7584298866427756,False
2017-08-13,6791.8324999999995,1,-0.4561134989247587,False
2017-08-20,3783.892,1,-0.9774411517040716,False
2017-08-27,14460.025,1,1.4493864600496986,False
2017-09-03,17558.9918,1,1.0736394361378658,False
2017-09-10,14920.9956,1,0.3680318022386703,False
2017-09-17,16528.072,1,0.4607864669793644,False
2017-09-24,13848.655,1,-1.130096373391348,False
2017-10-01,9753.1413,1,-1.3869372759578709,False
2017-10-08,28412.098,1,1.4065272312593495,False
2017-10-15,7439.001,1,-0.7886909863822786,False
2017-10-22,12415.173999999999,1,-0.22015611797645948,False
2017-10-29,6625.845,1,-0.7011943493995241,False
2017-11-05,16321.3878,1,1.2387159959238012,False
2017-11-12,20640.302,1,1.1150386475530822,False
2017-11-19,12641.716,1,-0.2384944448945872,False
2017-11-26,27367.716,1,1.284257255867916,False
2017-12-03,23324.762,1,0.37497935846849834,False
2017-12-10,18961.002,1,-0.2558125071059352,False
2017-12-17,25449.8,-1,0.46374461688870927,False
2017-12-24,17948.247,1,-0.9761682003173309,False
2017-12-31,16060.185,1,-0.869234993160011,False
2018-01-07,9060.984,1,-1.1977726569748757,False
2018-01-14,7332.659000000001,1,-1.0147643115230671,False
2018-01-21,13698.768,1,0.5349444846405452,False
2018-01-28,9476.086,1,-0.15396410241865896,False
2018-02-04,5776.328,1,-0.9583329704703324,False
2018-02-11,5409.749,1,-0.8219703411164246,False
2018-02-18,5648.0154,1,-0.4795538741181057,False
2018-02-25,4509.7519999999995,1,-1.446031864119339,False
2018-03-04,6164.182,1,1.0577638098392381,False
2018-03-11,6965.41,1,1.1113032430003666,False
2018-03-18,8779.131000000001,1,1.2257745784244993,False
2018-03-25,26029.904,1,1.4898674110728223,False
2018-04-01,19382.9038,1,0.45410540556860074,False
2018-04-08,10151.6085,1,-0.7297994417924971,False
2018-04-15,5102.797,1,-1.0764641337470464,False
2018-04-22,7631.758,1,-0.4713366469303574,False
2018-04-29,5292.6326,1,-0.7395418971131571,False
2018-05-06,11606.7218,1,1.3874401707937003,False
2018-05-13,11772.475,1,0.851665648682426,False
2018-05-20,14571.618,1,0.958825197991242,False
2018-05-27,4357.192,1,-1.4252669580190958,False
2018-06-03,6581.8854,1,-0.5851757686432247,False
2018-06-10,6481.389999999999,1,-0.3369642346754798,False
2018-06-17,15095.256,1,1.464692411932847,False
2018-06-24,6318.9355,1,-0.5326775590839681,False
2018-07-01,17261.1922,1,1.0450457226621384,False
2018-07-08,11589.842,1,-0.2044670864424034,False
2018-07-15,9998.841,1,-0.2842184861890351,False
2018-07-22,10896.305,1,-0.4693406576416893,False
2018-07-29,9618.882,1,-1.0206273059162012,False
2018-08-05,5205.628,1,-1.4662739668025584,False
2018-08-12,11128.53,1,0.6961989899127707,False
2018-08-19,22222.554,1,1.4066397602726801,False
2018-08-26,15330.072,1,0.25950536113292333,False
2018-09-02,20946.612,1,0.6878172967820058,False
2018-09-09,17672.048,1,-0.4378876168953684,False
2018-09-16,20166.201,1,0.6423866001035031,False
2018-09-23,26104.433,1,1.3784660248376523,False
2018-09-30,12296.062,1,-1.1802306697026432,False
2018-10-07,21535.594,1,0.2628638988587637,False
2018-10-14,16509.831000000002,1,-0.4336157542476566,False
2018-10-21,13270.8182,1,-0.6320489914951904,False
2018-10-28,21535.27,1,0.8187184178957736,False
2018-11-04,29017.467,-1,1.3026805443450875,False
2018-11-11,20015.55,1,-0.14612164300470032,False
2018-11-18,30572.447,-1,1.000892394468553,False
2018-11-25,22212.769,1,-0.6318140525501508,False
2018-12-02,35998.9,-1,1.1854391177184964,False
2018-12-09,21537.240999999998,1,-0.8687697691643401,False
2018-12-16,11542.834,1,-1.1226491709308357,False
2018-12-23,19457.068,1,-0.26252514348692485,False
2018-12-30,15210.8858,1,-0.38729977977351016,False
